,DATE,RESIDUE_P,HUMUS_P,FERTZR_P,NET_PL_EXCH_P,EXCH_PO4,SUR_DOP+SED_FLX,SUB_DOP_FLX,SUR_DIP_FLX,SUB_DIP_FLX,PRECIP_P,MICRO_P,FIRE_POX_EMIT,PO4_1,PO4_2,PO4_3,PO4_4,PO4_5,PO4_6,PO4_7,PO4_8,PO4_9,PO4_10,PO4_11,PO4_12,PO4_13,PO4_14,PO4_15,EXCH_P_1,EXCH_P_2,EXCH_P_3,EXCH_P_4,EXCH_P_5,EXCH_P_6,EXCH_P_7,EXCH_P_8,EXCH_P_9,EXCH_P_10,EXCH_P_11,EXCH_P_12,EXCH_P_13,EXCH_P_14,EXCH_P_15,PO4_RES,EXCH_P_RES,ECO_HVST_P,NET_P_MIN
10,11012001.0,2.239248,140.2626,0.0,0.0,1.221161,0.0,1.472516e-05,0.0,-0.002784536,1195.771,3.209623,0.0,0.00459187,0.1285829,0.09633478,0.06590754,0.04659411,0.03901363,0.03031198,0.05042662,0.07283178,0.06674527,0.06409425,0.06346525,0.06301651,0.0630146,0.0,0.06090897,0.3950032,0.33179,0.2543347,0.1926789,0.1356092,0.1197702,0.2415075,0.3392892,0.325475,0.3277578,0.3253905,0.3262414,0.3417662,0.0,0.01596774,0.0,0.0,0.1665822
11,12012001.0,2.238899,140.2495,0.0,0.0,1.274921,0.0,1.472516e-05,0.0,-0.002869457,1195.728,3.227003,0.0,0.006975335,0.1075193,0.08414145,0.0605959,0.0438319,0.03808795,0.02994374,0.05019586,0.07270582,0.06677085,0.06419525,0.06358279,0.0631475,0.06316983,0.0,0.06261225,0.4302197,0.3596404,0.2745778,0.2074866,0.1438096,0.1255958,0.2526139,0.3533435,0.3386226,0.3411058,0.3386112,0.3397537,0.3569759,0.0,0.02281659,0.0,0.0,0.1780937
12,13012001.0,2.238565,140.2376,0.0,0.0,1.327929,0.0,1.472516e-05,0.0,-0.002951212,1195.685,3.238459,0.0,0.004012296,0.09368233,0.07190666,0.05281017,0.03950421,0.03582596,0.02898998,0.04974841,0.07259613,0.06680594,0.06429897,0.06370191,0.06327989,0.06332643,0.0,0.06375314,0.4592238,0.3834098,0.2925499,0.2210038,0.1516057,0.131259,0.2636018,0.3673304,0.3517367,0.3544368,0.3518295,0.3532899,0.3722504,0.0,0.0489534,0.0,0.0,0.188522
13,14012001.0,2.238096,140.226,0.0,0.0,1.380624,0.0,1.472516e-05,0.0,-0.003030399,1195.642,3.252751,0.0,0.003903721,0.0923954,0.07142769,0.05183116,0.03865439,0.03492898,0.02840596,0.04923357,0.07246629,0.06684652,0.06440506,0.06382232,0.06341386,0.06348351,0.0,0.06494258,0.4878973,0.405904,0.3093376,0.233712,0.1590224,0.1367372,0.2744277,0.3812476,0.3648187,0.3677518,0.3650451,0.3668522,0.3875553,0.0,0.04606525,0.0,0.0,0.1989923
14,15012001.0,2.237484,140.2147,0.0,0.0,1.433161,0.0,1.472516e-05,0.0,-0.003107672,1195.599,3.269467,0.0,0.0040599,0.09276671,0.07142714,0.05140426,0.03821576,0.03433284,0.02799568,0.04883986,0.07234128,0.06688973,0.06451295,0.06394377,0.06354837,0.0636417,0.0,0.06616269,0.5164481,0.4281438,0.3257766,0.2461279,0.1662512,0.1420999,0.2851097,0.3950934,0.3778695,0.3810517,0.3782608,0.3804464,0.4028887,0.0,0.04312264,0.0,0.0,0.2092803
15,16012001.0,2.236828,140.2034,0.0,0.0,1.485652,0.0,1.472516e-05,0.0,-0.003183061,1195.556,3.286113,0.0,0.003955557,0.09342948,0.07176039,0.05145178,0.03816804,0.03407387,0.02775921,0.04855793,0.07223839,0.06693631,0.06462225,0.06406627,0.06368368,0.06380062,0.0,0.06739562,0.5457372,0.450724,0.3422018,0.2584564,0.1733685,0.1473816,0.2956742,0.408871,0.3908898,0.3943372,0.3914767,0.3940673,0.4182523,0.0,0.04351901,0.0,0.0,0.219515
16,17012001.0,2.236091,140.1924,0.0,0.0,1.538021,0.0,1.472516e-05,0.0,-0.003256622,1195.513,3.302651,0.0,0.00411254,0.09254478,0.07062832,0.05077988,0.0377117,0.03364255,0.02749771,0.04833379,0.07216363,0.06698767,0.06473286,0.06418955,0.06381973,0.0639601,0.0,0.0686174,0.5746253,0.4730151,0.3584374,0.270642,0.1803855,0.1525966,0.3061439,0.4225859,0.4038807,0.4076093,0.4046924,0.4077103,0.4336472,0.0,0.04983423,0.0,0.0,0.2295235
17,18012001.0,2.235369,140.1816,0.0,0.0,1.590284,0.0,1.472518e-05,0.0,-0.003328726,1195.469,3.318304,0.0,0.003759408,0.08984007,0.06931359,0.05014125,0.03730574,0.03326906,0.02727089,0.0481375,0.07210985,0.06704445,0.06484485,0.06431378,0.0639571,0.06411948,0.0,0.06982306,0.6033225,0.4950947,0.3744894,0.2826772,0.1872992,0.1577456,0.3165268,0.4362436,0.4168434,0.4208683,0.4179085,0.4213792,0.4490658,0.0,0.03575018,0.0,0.0,0.2393558
18,19012001.0,2.234964,140.1713,0.0,0.0,1.6422,0.0,1.472518e-05,0.0,-0.003399767,1195.426,3.326832,0.0,0.003871856,0.07545228,0.06092833,0.0459886,0.03503573,0.03205401,0.0267735,0.04789761,0.07206956,0.06710567,0.06495824,0.0644384,0.06409463,0.06427974,0.0,0.07089162,0.62888,0.515523,0.3897424,0.2942573,0.1940385,0.1628135,0.3268249,0.4498474,0.4297788,0.4341151,0.4311258,0.4350795,0.4644971,0.0,0.03933233,0.0,0.0,0.2483536
19,20012001.0,2.234494,140.1617,0.0,0.0,1.69359,0.0,1.473834e-05,0.0,-0.003469618,1195.382,3.334578,0.0,0.003885495,0.07150625,0.0567136,0.04276501,0.03283774,0.03047139,0.02596198,0.04748192,0.07201415,0.06717026,0.06507285,0.06456375,0.0642326,0.06444037,0.0,0.07190409,0.6503955,0.5333626,0.4034778,0.304913,0.2004158,0.1677293,0.3370084,0.4633973,0.4426881,0.4473511,0.4443456,0.4488027,0.4799518,0.0,0.03550803,0.0,0.0,0.2567354
20,21012001.0,2.234149,140.1523,0.0,0.0,1.744674,0.0,1.477755e-05,0.0,-0.003538198,1195.339,3.338492,0.0,0.004679537,0.06929661,0.05434248,0.04091747,0.03150739,0.02940706,0.02525359,0.04704818,0.07193428,0.06723507,0.06518831,0.06468969,0.06437124,0.06460138,0.0,0.07287721,0.6704527,0.5500497,0.4163741,0.3149701,0.2065049,0.1724951,0.3470558,0.4768883,0.4555713,0.4605777,0.4575687,0.4625429,0.4954218,0.0,0.04003186,0.0,0.0,0.2647675
21,22012001.0,2.233572,140.1434,0.0,0.0,1.795539,0.0,1.486661e-05,0.0,-0.003605775,1195.295,3.346723,0.0,0.003964531,0.07294381,0.05534608,0.04062526,0.03093749,0.02853025,0.02215059,0.04648219,0.07184384,0.06729881,0.06530423,0.06481627,0.06451178,0.0647616,0.0,0.07402176,0.689899,0.5659894,0.4286496,0.3245706,0.2123705,0.177128,0.356981,0.4903174,0.4684291,0.4737954,0.470797,0.4763062,0.5109122,0.0,0.02469216,0.0,0.0,0.2726612
22,23012001.0,2.232803,140.1345,0.0,0.0,1.846441,0.0,1.492052e-05,0.0,-0.003673562,1195.251,3.358897,0.0,0.003918346,0.07599577,0.05828815,0.04191684,0.03141119,0.0283265,0.0226134,0.04604281,0.07174411,0.0673619,0.06542058,0.06494329,0.06465237,0.06492244,0.0,0.0752284,0.7107661,0.5824507,0.4410182,0.3341413,0.2181844,0.1817529,0.366854,0.5036879,0.4812613,0.4870044,0.4840293,0.4901191,0.5263728,0.0,0.01192282,0.0,0.0,0.280678
23,24012001.0,2.232428,140.1259,0.0,0.0,1.897254,0.0,1.494302e-05,0.0,-0.003741608,1195.208,3.363379,0.0,0.01133908,0.06698161,0.05195572,0.03885895,0.02973166,0.02749045,0.02340464,0.0459099,0.07166727,0.06742643,0.06553739,0.06507082,0.06479296,0.06508368,0.0,0.07653805,0.7306012,0.5985563,0.4532687,0.3436553,0.2239835,0.1863878,0.3767164,0.5170133,0.4940684,0.500205,0.4972674,0.5039818,0.5417226,0.0,0.01959459,0.0,0.0,0.2881238
24,25012001.0,2.232177,140.1176,0.0,0.0,1.947741,0.0,1.495855e-05,0.0,-0.003809836,1195.165,3.364869,0.0,0.003647083,0.06403392,0.04855231,0.03637916,0.02804641,0.0263788,0.02329424,0.04569362,0.0716112,0.06749368,0.06565471,0.0651987,0.06493447,0.06524475,0.0,0.07781933,0.7479156,0.6130301,0.4645514,0.3525582,0.2295461,0.1909319,0.3865217,0.5303031,0.506852,0.5133979,0.5105119,0.5178921,0.5571675,0.0,0.05834239,0.0,0.0,0.2951697
25,26012001.0,2.231785,140.1096,0.0,0.0,1.998035,0.0,1.496229e-05,0.0,-0.003878269,1195.121,3.366798,0.0,0.003815532,0.06239648,0.0477984,0.03554769,0.02734224,0.02578078,0.02313322,0.04543886,0.0715527,0.0675622,0.06577265,0.065327,0.06507656,0.06540576,0.0,0.07861698,0.7644982,0.6268793,0.4753182,0.3610632,0.2349034,0.1953717,0.396226,0.5435559,0.5196134,0.5265832,0.5237626,0.5318531,0.572633,0.0,0.05225269,0.0,0.0,0.3020509
26,27012001.0,2.231381,140.1019,0.0,0.0,2.048212,0.0,1.498213e-05,0.0,-0.003946824,1195.077,3.368636,0.0,0.003652479,0.06255119,0.04756179,0.03512693,0.02694741,0.02539296,0.0228581,0.04521855,0.07150088,0.06763133,0.06589107,0.0654558,0.06521921,0.06556667,0.0,0.07944362,0.7808618,0.6404767,0.4858335,0.369352,0.2401298,0.1997295,0.4058261,0.5567695,0.5323537,0.5397614,0.53702,0.5458631,0.5880753,0.0,0.05246216,0.0,0.0,0.3088033
27,28012001.0,2.230924,140.0943,0.0,0.0,2.098329,0.0,1.500315e-05,0.0,-0.004015548,1195.032,3.370543,0.0,0.003691666,0.06526224,0.04835602,0.03536015,0.02696507,0.02523936,0.0226873,0.04504857,0.07146568,0.06770151,0.06600992,0.06558494,0.06536251,0.06572746,0.0,0.08026461,0.7974335,0.6540915,0.496265,0.3775348,0.2452711,0.204023,0.4153369,0.5699438,0.545074,0.5529345,0.5502901,0.5599153,0.6034856,0.0,0.05794579,0.0,0.0,0.3155352
28,29012001.0,2.230295,140.0866,0.0,0.0,2.148483,0.0,1.500785e-05,0.0,-0.004084481,1194.988,3.373669,0.0,0.003793899,0.07079177,0.0510339,0.03672327,0.02767119,0.02548512,0.02283098,0.04496659,0.07145187,0.06777365,0.06612916,0.06571438,0.06550656,0.06588821,0.0,0.08111552,0.8150043,0.6682411,0.5069176,0.385799,0.250396,0.2082825,0.4247784,0.583079,0.5577747,0.5661024,0.5635735,0.5740073,0.6188497,0.0,0.06273512,0.0,0.0,0.3224087
29,30012001.0,2.229515,140.0787,0.0,0.0,2.198752,0.0,1.500801e-05,0.0,-0.004153585,1194.944,3.379138,0.0,0.003652772,0.07474264,0.05348911,0.03817698,0.02854347,0.02592299,0.02303322,0.04498916,0.07146882,0.06784958,0.06624911,0.06584426,0.06565123,0.0660487,0.0,0.08202921,0.8340239,0.683226,0.5180379,0.3943157,0.2555784,0.2125432,0.4341745,0.5961781,0.570457,0.5792666,0.5768689,0.5881392,0.6341967,0.0,0.05676118,0.0,0.0,0.3294273
30,31012001.0,2.228656,140.0707,0.0,0.0,2.249117,0.0,1.500801e-05,0.0,-0.004222853,1194.9,3.386125,0.0,0.003654176,0.07638407,0.05533961,0.03930331,0.02928761,0.0262936,0.02319465,0.04506444,0.07151672,0.06793036,0.06636985,0.06597461,0.06579659,0.06620902,0.0,0.08299599,0.8541901,0.6988336,0.5295294,0.4030496,0.2608224,0.2168151,0.4435451,0.6092455,0.5831215,0.5924273,0.5901762,0.6023111,0.649525,0.0,0.05279198,0.0,0.0,0.3365822
31,1022001.0,2.227817,140.0628,0.0,0.0,2.299536,0.0,1.500801e-05,0.0,-0.004292285,1194.857,3.393193,0.0,0.003535043,0.07479049,0.05573941,0.03977513,0.02968102,0.02650876,0.02330209,0.04515148,0.07158758,0.06801673,0.06649156,0.06610542,0.06594251,0.06636922,0.0,0.08398326,0.8749458,0.7148103,0.541256,0.4119366,0.2661075,0.221094,0.4528986,0.6222851,0.5957698,0.6055848,0.6034935,0.6165235,0.6648368,0.0,0.04736164,0.0,0.0,0.3437499
32,2022001.0,2.227038,140.0549,0.0,0.0,2.349896,0.0,1.500801e-05,0.0,-0.004361129,1194.814,3.399097,0.0,0.003477379,0.07148606,0.05424884,0.03914331,0.02934601,0.02634793,0.0232738,0.04519598,0.07166951,0.06810832,0.06661424,0.06623679,0.066085,0.06653165,0.0,0.08494221,0.8951439,0.7305017,0.5528611,0.4207856,0.2713729,0.2253598,0.4622331,0.6352997,0.6084027,0.6187391,0.6168209,0.6307538,0.6801528,0.0,0.04658322,0.0,0.0,0.3507281
33,3022001.0,2.226192,140.0473,0.0,0.0,2.400157,0.0,1.504078e-05,0.0,-0.004428329,1194.771,3.406116,0.0,0.003473405,0.06861497,0.05341559,0.03862328,0.02899149,0.02606419,0.02215142,0.04513074,0.07174674,0.06820381,0.066738,0.06636865,0.06623305,0.06669136,0.0,0.08591544,0.9146432,0.7457531,0.5641982,0.4294661,0.2765669,0.2295823,0.471537,0.6482888,0.6210213,0.6318903,0.6301618,0.6449642,0.6955049,0.0,0.04143039,0.0,0.0,0.357579
34,4022001.0,2.225211,140.0397,0.0,0.0,2.450431,0.0,1.505819e-05,0.0,-0.004494803,1194.728,3.415828,0.0,0.003431555,0.06629629,0.05441809,0.03921499,0.02928711,0.0260757,0.02243283,0.04508404,0.07180985,0.06830139,0.06686257,0.06650086,0.06637876,0.06685241,0.0,0.08696476,0.9345047,0.7612532,0.5755693,0.4381296,0.2817371,0.2337919,0.4808207,0.6612526,0.6336258,0.6450431,0.6435147,0.6591752,0.7108706,0.0,0.03549772,0.0,0.0,0.3645271
35,5022001.0,2.224147,140.0323,0.0,0.0,2.500708,0.0,1.506565e-05,0.0,-0.004559963,1194.684,3.426907,0.0,0.003136918,0.04980453,0.05341021,0.0391761,0.02934314,0.02607019,0.0227191,0.0451128,0.07187705,0.06840046,0.06698775,0.06663361,0.06652477,0.06701391,0.0,0.08808754,0.9538081,0.7772013,0.5870871,0.4468552,0.2869169,0.2380119,0.490092,0.674194,0.6462174,0.6582013,0.6568769,0.6733662,0.7262688,0.0,0.0347261,0.0,0.0,0.3713783
36,6022001.0,2.22305,140.0249,0.0,0.0,2.550942,0.0,1.506579e-05,0.0,-0.00462513,1194.641,3.438879,0.0,0.003085118,0.04961531,0.05019537,0.03890036,0.02920537,0.02603021,0.02290688,0.04515118,0.07195333,0.06850117,0.06711359,0.06676686,0.06667281,0.06717414,0.0,0.08920188,0.9714572,0.793671,0.5988016,0.4556066,0.2920805,0.2422234,0.4993453,0.6871155,0.6587964,0.6713595,0.6702462,0.6875843,0.741656,0.0,0.02877978,0.0,0.0,0.3782448
37,7022001.0,2.222145,140.0176,0.0,0.0,2.601099,0.0,1.506582e-05,0.0,-0.004688541,1194.598,3.447756,0.0,0.003128813,0.05316243,0.04612913,0.03615912,0.02781781,0.02552375,0.02284412,0.04514449,0.07203399,0.0686035,0.06724008,0.06690049,0.06681759,0.06733667,0.0,0.09026329,0.9887847,0.8094079,0.6104888,0.4643351,0.2971965,0.2464072,0.50857,0.7000176,0.6713637,0.6845177,0.6836209,0.701764,0.7570939,0.0,0.03146646,0.0,0.0,0.3848724
38,8022001.0,2.221204,140.0104,0.0,0.0,2.651136,0.0,1.506582e-05,0.0,-0.004753054,1194.555,3.456304,0.0,0.003185213,0.05573049,0.04500876,0.03434222,0.02653724,0.0249608,0.02267636,0.04506792,0.0721057,0.06870614,0.06736714,0.06703462,0.06697045,0.06749459,0.0,0.09130387,1.006471,0.8240075,0.6215906,0.4728,0.3022192,0.2505421,0.5177472,0.7128978,0.6839197,0.6976759,0.6970007,0.7160127,0.7724829,0.0,0.03373875,0.0,0.0,0.3913645
39,9022001.0,2.220338,140.0033,0.0,0.0,2.70109,0.0,1.508527e-05,0.0,-0.004816104,1194.512,3.463745,0.0,0.003399932,0.05560317,0.0442394,0.03342441,0.02583071,0.02455572,0.02243795,0.04499109,0.07216746,0.06880896,0.06749459,0.06716902,0.06711286,0.06765875,0.0,0.09231082,1.024276,0.8382285,0.6322977,0.4810137,0.3071803,0.2546374,0.5268722,0.7257527,0.6964642,0.710834,0.7103841,0.7302371,0.7879096,0.0,0.03553971,0.0,0.0,0.3977115
40,10022001.0,2.219618,139.9965,0.0,0.0,2.750876,0.0,1.516132e-05,0.0,-0.004876819,1194.469,3.468272,0.0,0.003650742,0.05520022,0.04331889,0.03243057,0.02504507,0.02397653,0.02154601,0.04484463,0.07222072,0.06891112,0.06762235,0.06730374,0.06725893,0.06782123,0.0,0.09323332,1.040737,0.8516957,0.6425087,0.4889128,0.312063,0.2586852,0.5359521,0.7385806,0.708997,0.7239965,0.7237737,0.7443915,0.8034151,0.0,0.04995466,0.0,0.0,0.403766
41,11022001.0,2.21897,139.9898,0.0,0.0,2.800525,0.0,1.522837e-05,0.0,-0.004937362,1194.425,3.469357,0.0,0.003633939,0.05651382,0.04329106,0.03203887,0.02459194,0.02345704,0.02139832,0.04467836,0.07225847,0.06901241,0.06775029,0.06743867,0.06740993,0.06798158,0.0,0.09407475,1.056366,0.8645275,0.6522772,0.4964924,0.3168569,0.2626973,0.5449967,0.7513824,0.7215187,0.7371618,0.7371697,0.758557,0.81892,0.0,0.06097622,0.0,0.0,0.4096762
42,12022001.0,2.218315,139.9831,0.0,0.0,2.850114,0.0,1.526526e-05,0.0,-0.004996994,1194.382,3.469038,0.0,0.003827191,0.05917202,0.0442088,0.03226395,0.02456215,0.02319065,0.02160619,0.04458432,0.07229175,0.06911277,0.06787841,0.06757377,0.06755422,0.0681455,0.0,0.09488333,1.072013,0.8771605,0.6618237,0.5039005,0.321573,0.2666929,0.5540093,0.7641603,0.7340295,0.750327,0.7505715,0.7726971,0.8344574,0.0,0.07223186,0.0,0.0,0.415567
43,13022001.0,2.217467,139.9763,0.0,0.0,2.899756,0.0,1.528218e-05,0.0,-0.005057994,1194.339,3.470302,0.0,0.003694553,0.06348991,0.0465728,0.03348977,0.02521934,0.02339634,0.02170406,0.0445741,0.07233549,0.06921268,0.06800661,0.06770933,0.06771534,0.06830028,0.0,0.09575565,1.088652,0.8902795,0.6715559,0.5113661,0.3262685,0.2706844,0.56299,0.7769163,0.7465302,0.7634922,0.7639756,0.7869131,0.8499294,0.0,0.06547866,0.0,0.0,0.4216115
44,14022001.0,2.216642,139.9695,0.0,0.0,2.949446,0.0,1.528912e-05,0.0,-0.005119669,1194.295,3.471976,0.0,0.003474763,0.06262507,0.04665881,0.03381369,0.02547518,0.02354196,0.0218814,0.04462551,0.072399,0.06931321,0.06813508,0.06784486,0.06785166,0.06846823,0.0,0.0966246,1.105887,0.9037743,0.681513,0.5189571,0.3309884,0.2746798,0.5719498,0.7896537,0.7590209,0.7766575,0.7773874,0.8011853,0.8653525,0.0,0.05720297,0.0,0.0,0.4276392
45,15022001.0,2.216089,139.963,0.0,0.0,2.998986,0.0,1.533742e-05,0.0,-0.005178844,1194.252,3.470738,0.0,0.003890276,0.05821932,0.04399244,0.03234461,0.02467536,0.02310346,0.02167405,0.04461971,0.07247493,0.06941544,0.06826369,0.06798047,0.06799659,0.0686321,0.0,0.09739888,1.121714,0.9165048,0.691102,0.5263474,0.3356402,0.2786489,0.5808879,0.8023747,0.7715018,0.7898228,0.7907997,0.8153681,0.8808637,0.0,0.05488461,0.0,0.0,0.4333017
46,16022001.0,2.215765,139.9566,0.0,0.0,3.048335,0.0,1.534827e-05,0.0,-0.005236378,1194.208,3.468524,0.0,0.004585896,0.05723514,0.04206686,0.03108369,0.02388403,0.02255522,0.02151835,0.04453193,0.0725426,0.06951868,0.06839259,0.06811637,0.06814374,0.06879548,0.0,0.09825607,1.136213,0.9283066,0.7000986,0.5333626,0.3401417,0.2825601,0.5897841,0.8150783,0.7839742,0.802988,0.8042071,0.8294795,0.8964166,0.0,0.04793582,0.0,0.0,0.4387278
47,17022001.0,2.215475,139.9505,0.0,0.0,3.097545,0.0,1.535314e-05,0.0,-0.005292627,1194.165,3.466182,0.0,0.004512799,0.05843043,0.04123745,0.0304824,0.02342276,0.02217985,0.02134885,0.04441922,0.07259697,0.06962179,0.06852175,0.06825241,0.06829112,0.06895926,0.0,0.09917299,1.150078,0.9395885,0.7086983,0.5401052,0.3445074,0.2864099,0.5986228,0.8277603,0.7964382,0.8161532,0.8176081,0.8435375,0.912007,0.0,0.04753388,0.0,0.0,0.4440229
48,18022001.0,2.214996,139.9447,0.0,0.0,3.146655,0.0,1.537097e-05,0.0,-0.005349466,1194.121,3.464004,0.0,0.003469771,0.05834805,0.04084725,0.03015424,0.02314308,0.02191865,0.02104997,0.04430947,0.07264456,0.06972369,0.06865104,0.06838878,0.0684425,0.06912104,0.0,0.1,1.163548,0.9505984,0.7170644,0.5466747,0.3487742,0.290205,0.6074032,0.8404172,0.8088925,0.8293185,0.831003,0.8576558,0.9276165,0.0,0.0698585,0.0,0.0,0.4492329
49,19022001.0,2.214288,139.9391,0.0,0.0,3.195704,0.0,1.542258e-05,0.0,-0.005405356,1194.078,3.462641,0.0,0.003418114,0.05718662,0.04091144,0.0300954,0.02305268,0.02174497,0.02003291,0.04415928,0.07268885,0.06982473,0.06878047,0.06852505,0.06858613,0.06928656,0.0,0.1007181,1.177003,0.9615194,0.7253262,0.5531438,0.3529802,0.293948,0.6161357,0.8530481,0.8213378,0.8424838,0.8443937,0.8717436,0.9433302,0.0,0.06926309,0.0,0.0,0.4543957
