,DATE,RESIDUE_P,HUMUS_P,FERTZR_P,NET_PL_EXCH_P,EXCH_PO4,SUR_DOP+SED_FLX,SUB_DOP_FLX,SUR_DIP_FLX,SUB_DIP_FLX,PRECIP_P,MICRO_P,FIRE_POX_EMIT,PO4_1,PO4_2,PO4_3,PO4_4,PO4_5,PO4_6,PO4_7,PO4_8,PO4_9,PO4_10,PO4_11,PO4_12,PO4_13,PO4_14,PO4_15,EXCH_P_1,EXCH_P_2,EXCH_P_3,EXCH_P_4,EXCH_P_5,EXCH_P_6,EXCH_P_7,EXCH_P_8,EXCH_P_9,EXCH_P_10,EXCH_P_11,EXCH_P_12,EXCH_P_13,EXCH_P_14,EXCH_P_15,PO4_RES,EXCH_P_RES,ECO_HVST_P
10,11012001.0,2.239289,140.2626,0.0,0.0,1.221146,0.0,1.928733e-05,0.0,-0.002784208,1195.771,3.208535,0.0,0.004589953,0.1285968,0.09633668,0.06590708,0.04659146,0.03901083,0.0303094,0.05042504,0.07283091,0.06674556,0.0640943,0.06346527,0.06301649,0.06301454,0.0,0.06082273,0.3948754,0.3316523,0.2542322,0.1926525,0.1356091,0.1197639,0.2415139,0.3392935,0.3254755,0.3277578,0.3253905,0.3262413,0.3417662,0.0,0.01600818,0.0,0.0
11,12012001.0,2.238946,140.2495,0.0,0.0,1.274906,0.0,1.928733e-05,0.0,-0.002869129,1195.728,3.225836,0.0,0.006960542,0.1075214,0.08413287,0.06059029,0.04382705,0.03808363,0.02994103,0.05019429,0.07270525,0.06677123,0.06419527,0.0635828,0.06314749,0.06316979,0.0,0.06252492,0.4300963,0.3595016,0.2744742,0.2074595,0.1438095,0.12559,0.2526209,0.3533485,0.3386232,0.3411058,0.3386111,0.3397536,0.3569758,0.0,0.02289352,0.0,0.0
12,13012001.0,2.238616,140.2376,0.0,0.0,1.327915,0.0,1.928733e-05,0.0,-0.002950883,1195.685,3.237322,0.0,0.004012825,0.09368502,0.07190253,0.05280517,0.03949916,0.03582218,0.02898739,0.04974699,0.07259576,0.06680639,0.06429902,0.06370192,0.06327987,0.06332637,0.0,0.06366702,0.4591062,0.3832713,0.2924463,0.2209755,0.1516056,0.1312537,0.2636096,0.3673359,0.3517372,0.3544368,0.3518294,0.3532898,0.3722503,0.0,0.04882029,0.0,0.0
13,14012001.0,2.238151,140.2259,0.0,0.0,1.380611,0.0,1.928733e-05,0.0,-0.00303007,1195.642,3.251628,0.0,0.003904109,0.09240071,0.07142994,0.05182967,0.03865154,0.0349268,0.02840392,0.04923227,0.072466,0.06684659,0.06440512,0.06382234,0.06341382,0.06348348,0.0,0.06485708,0.487786,0.4057693,0.3092355,0.2336839,0.1590233,0.1367312,0.2744362,0.3812537,0.3648193,0.3677518,0.3650451,0.3668521,0.3875553,0.0,0.0459721,0.0,0.0
14,15012001.0,2.237542,140.2146,0.0,0.0,1.433151,0.0,1.928733e-05,0.0,-0.003107343,1195.599,3.268397,0.0,0.004063027,0.0928511,0.07146826,0.05141693,0.03821972,0.03433352,0.02799466,0.04883894,0.07234089,0.06688966,0.06451296,0.06394377,0.06354834,0.06364166,0.0,0.06607797,0.5163525,0.4280178,0.3256784,0.2461011,0.1662528,0.1420943,0.285119,0.3951,0.3778704,0.3810518,0.3782607,0.3804464,0.4028887,0.0,0.04300107,0.0,0.0
15,16012001.0,2.23689,140.2033,0.0,0.0,1.485645,0.0,1.928733e-05,0.0,-0.003182732,1195.556,3.285065,0.0,0.003957078,0.09349439,0.07179804,0.05146687,0.03817548,0.03407792,0.02776073,0.04855808,0.07223805,0.06693631,0.06462225,0.06406629,0.06368364,0.06380058,0.0,0.06731176,0.5456693,0.4506151,0.3421109,0.2584339,0.1733718,0.1473768,0.2956845,0.408878,0.3908909,0.3943373,0.3914764,0.3940673,0.4182523,0.0,0.04346415,0.0,0.0
16,17012001.0,2.236157,140.1924,0.0,0.0,1.538017,0.0,1.928733e-05,0.0,-0.003256292,1195.513,3.301624,0.0,0.004113249,0.09258059,0.07065222,0.05078951,0.03771667,0.03364575,0.02749836,0.04833466,0.07216341,0.06698789,0.06473286,0.06418955,0.06381968,0.06396007,0.0,0.06853416,0.5745752,0.4729189,0.3583532,0.2706237,0.1803906,0.1525922,0.3061552,0.4225935,0.4038818,0.4076094,0.4046923,0.4077103,0.4336472,0.0,0.04980766,0.0,0.0
17,18012001.0,2.235439,140.1816,0.0,0.0,1.590283,0.0,1.928733e-05,0.0,-0.003328397,1195.469,3.317295,0.0,0.003759486,0.08986233,0.06932974,0.05014759,0.03730892,0.0332711,0.02727118,0.04813854,0.07210992,0.06704439,0.06484486,0.06431377,0.06395706,0.06411947,0.0,0.06974047,0.6032842,0.4950072,0.3744097,0.2826616,0.1873058,0.1577423,0.3165394,0.4362518,0.4168445,0.4208684,0.4179085,0.4213791,0.4490658,0.0,0.03571828,0.0,0.0
18,19012001.0,2.235037,140.1713,0.0,0.0,1.6422,0.0,1.928733e-05,0.0,-0.003399437,1195.426,3.325836,0.0,0.003877256,0.07546055,0.06093402,0.04599107,0.03503676,0.03205484,0.0267733,0.04789843,0.07206962,0.06710558,0.06495823,0.0644384,0.0640946,0.0642797,0.0,0.07081059,0.6288477,0.5154405,0.3896663,0.2942438,0.1940463,0.1628109,0.3268387,0.4498562,0.4297802,0.4341152,0.4311259,0.4350795,0.4644968,0.0,0.03930676,0.0,0.0
19,20012001.0,2.234571,140.1617,0.0,0.0,1.693591,0.0,1.931494e-05,0.0,-0.003469237,1195.382,3.333595,0.0,0.003890882,0.0715106,0.05671603,0.04276584,0.03283776,0.03047079,0.0259264,0.04748245,0.07201412,0.06717025,0.06507286,0.06456374,0.06423256,0.06444035,0.0,0.07182389,0.6503661,0.5332831,0.4034045,0.3048993,0.2004249,0.1677265,0.3370233,0.4634067,0.4426896,0.4473513,0.4443456,0.4488026,0.4799517,0.0,0.03545749,0.0,0.0
20,21012001.0,2.234228,140.1523,0.0,0.0,1.744677,0.0,1.937264e-05,0.0,-0.003537751,1195.339,3.337517,0.0,0.004685676,0.06930024,0.05434434,0.04091727,0.03150605,0.02940237,0.02517848,0.04704526,0.0719342,0.06723505,0.06518833,0.0646897,0.06437121,0.06460136,0.0,0.07279817,0.6704252,0.5499724,0.4163022,0.3149576,0.2065152,0.1724923,0.3470727,0.4768983,0.4555732,0.4605779,0.4575688,0.4625428,0.4954214,0.0,0.03995351,0.0,0.0
21,22012001.0,2.233653,140.1434,0.0,0.0,1.795545,0.0,1.94778e-05,0.0,-0.003605277,1195.295,3.345769,0.0,0.003966817,0.07294302,0.05534604,0.04062309,0.03093245,0.02852048,0.02210833,0.0464731,0.07184339,0.06729884,0.06530426,0.06481627,0.06451175,0.06476158,0.0,0.07394406,0.6898735,0.5659135,0.4285779,0.3245615,0.2123833,0.1771266,0.357001,0.4903281,0.4684312,0.4737958,0.4707969,0.4763061,0.5109121,0.0,0.02474212,0.0,0.0
22,23012001.0,2.232889,140.1345,0.0,0.0,1.84645,0.0,1.955342e-05,0.0,-0.003673008,1195.251,3.357927,0.0,0.003928079,0.07600468,0.05828751,0.04191171,0.03139902,0.0283103,0.02257665,0.0460319,0.07174238,0.06736189,0.06542058,0.06494328,0.06465234,0.06492243,0.0,0.07515121,0.7107435,0.582377,0.4409488,0.3341327,0.2181998,0.181755,0.3668785,0.5036997,0.4812635,0.4870048,0.4840292,0.4901191,0.5263728,0.0,0.01192635,0.0,0.0
23,24012001.0,2.232516,140.1258,0.0,0.0,1.897267,0.0,1.959812e-05,0.0,-0.003740988,1195.208,3.362404,0.0,0.01137171,0.06697527,0.05194902,0.03885495,0.02971938,0.02747249,0.02335314,0.04590018,0.07166506,0.06742646,0.06553738,0.06507084,0.06479293,0.06508366,0.0,0.07646131,0.7305826,0.5984846,0.4531991,0.3436475,0.224002,0.1863954,0.3767467,0.517027,0.4940709,0.5002055,0.4972675,0.5039816,0.5417225,0.0,0.01956564,0.0,0.0
24,25012001.0,2.232268,140.1175,0.0,0.0,1.947759,0.0,1.964007e-05,0.0,-0.003809149,1195.165,3.363906,0.0,0.00364725,0.06402911,0.04854769,0.03637218,0.02803268,0.02635808,0.0232491,0.0456834,0.07160854,0.06749362,0.06565474,0.06519868,0.06493442,0.06524475,0.0,0.07774536,0.7478992,0.6129601,0.4644819,0.3525529,0.229568,0.1909454,0.3865582,0.5303189,0.5068547,0.5133984,0.510512,0.5178921,0.5571674,0.0,0.05818797,0.0,0.0
25,26012001.0,2.231878,140.1096,0.0,0.0,1.998059,0.0,1.967599e-05,0.0,-0.003877501,1195.121,3.365849,0.0,0.003819918,0.06239161,0.04779357,0.03553709,0.02732502,0.0257583,0.02309182,0.0454302,0.07154797,0.06756217,0.06577265,0.06532698,0.0650765,0.06540576,0.0,0.07854438,0.7644837,0.6268124,0.4752482,0.3610618,0.2349296,0.1953907,0.396269,0.5435744,0.5196164,0.5265839,0.5237628,0.531853,0.572633,0.0,0.05214352,0.0,0.0
26,27012001.0,2.231475,140.1018,0.0,0.0,2.048243,0.0,1.972647e-05,0.0,-0.00394598,1195.077,3.367704,0.0,0.003660495,0.06255075,0.04755523,0.03511293,0.02692665,0.02536744,0.02280641,0.04521037,0.07149685,0.06763127,0.06589108,0.06545577,0.06521917,0.06556669,0.0,0.07937165,0.7808492,0.6404125,0.4857651,0.369352,0.2401608,0.1997528,0.4058758,0.5567923,0.5323576,0.5397622,0.53702,0.545863,0.5880752,0.0,0.05233566,0.0,0.0
27,28012001.0,2.23102,140.0942,0.0,0.0,2.098366,0.0,1.977913e-05,0.0,-0.004014628,1195.032,3.369627,0.0,0.003692274,0.06526499,0.04834971,0.03534281,0.02694027,0.02521086,0.02263645,0.04503911,0.0714616,0.06770135,0.0660099,0.06558491,0.06536244,0.06572747,0.0,0.08019338,0.797424,0.6540304,0.4961987,0.3775364,0.2453075,0.2040508,0.4153936,0.5699712,0.5450788,0.5529354,0.5502905,0.5599152,0.6034852,0.0,0.05782257,0.0,0.0
28,29012001.0,2.230395,140.0864,0.0,0.0,2.148528,0.0,1.979604e-05,0.0,-0.004083527,1194.988,3.372775,0.0,0.003793926,0.07079374,0.05102426,0.03670187,0.02764174,0.02545507,0.02279568,0.0449588,0.07144696,0.06777358,0.06612917,0.06571433,0.06550652,0.06588823,0.0,0.08104423,0.8149996,0.6681824,0.5068546,0.3858024,0.2504377,0.2083159,0.4248424,0.5831119,0.5577806,0.5661036,0.5635734,0.5740072,0.6188496,0.0,0.06262407,0.0,0.0
29,30012001.0,2.229617,140.0786,0.0,0.0,2.198806,0.0,1.97964e-05,0.0,-0.004152631,1194.944,3.378267,0.0,0.003653103,0.07474034,0.05347117,0.03814869,0.02850835,0.02589108,0.02300697,0.04498275,0.07146411,0.06784926,0.06624908,0.06584422,0.0656512,0.06604873,0.0,0.08195815,0.834021,0.6831702,0.5179771,0.3943208,0.2556256,0.2125826,0.4342459,0.5962173,0.5704641,0.579268,0.5768693,0.5881391,0.6341959,0.0,0.05668809,0.0,0.0
30,31012001.0,2.228761,140.0706,0.0,0.0,2.249179,0.0,1.97964e-05,0.0,-0.004221899,1194.9,3.385283,0.0,0.003654388,0.07638018,0.05531697,0.0392583,0.02921918,0.02626264,0.02317895,0.04505859,0.07151244,0.06792986,0.06636974,0.06597455,0.06579653,0.06620907,0.0,0.08292559,0.8541888,0.6987798,0.5294724,0.4030611,0.2608741,0.2168594,0.4436233,0.6092916,0.5831299,0.5924289,0.5901761,0.602311,0.649525,0.0,0.05273286,0.0,0.0
31,1022001.0,2.227925,140.0627,0.0,0.0,2.299606,0.0,1.97964e-05,0.0,-0.004291331,1194.857,3.392382,0.0,0.00353489,0.07478242,0.0557081,0.0397162,0.02962329,0.0264791,0.0232872,0.04514648,0.07158378,0.06801639,0.06649136,0.06610536,0.06594245,0.06636924,0.0,0.08391368,0.8749471,0.7147598,0.5412019,0.4119469,0.2661641,0.2211435,0.4529828,0.6223385,0.5957798,0.605587,0.603494,0.6165234,0.6648359,0.0,0.04729622,0.0,0.0
32,2022001.0,2.227149,140.0548,0.0,0.0,2.349975,0.0,1.97964e-05,0.0,-0.004360173,1194.814,3.398325,0.0,0.003477714,0.07146756,0.05416844,0.03906392,0.02933151,0.02632506,0.02325726,0.04519157,0.07166585,0.06810797,0.06661424,0.06623673,0.06608497,0.06653161,0.0,0.08487289,0.8951507,0.7304596,0.5528117,0.4207881,0.2714327,0.2254148,0.4623228,0.6353603,0.6084145,0.6187414,0.6168211,0.6307536,0.6801529,0.0,0.04650164,0.0,0.0
33,3022001.0,2.226307,140.0472,0.0,0.0,2.400244,0.0,1.983448e-05,0.0,-0.004427531,1194.771,3.405387,0.0,0.003472503,0.0685515,0.05331035,0.03854988,0.02900486,0.02604693,0.02212581,0.04512675,0.07174333,0.06820353,0.06673793,0.06636862,0.06623159,0.06669193,0.0,0.08584685,0.914655,0.7457191,0.5641499,0.4294636,0.2766289,0.2296426,0.4716321,0.6483568,0.6210349,0.6318925,0.6301627,0.6449693,0.6954993,0.0,0.04143018,0.0,0.0
34,4022001.0,2.225328,140.0396,0.0,0.0,2.450526,0.0,1.985638e-05,0.0,-0.00449395,1194.728,3.415135,0.0,0.003431007,0.06620616,0.05428325,0.03915307,0.02930906,0.02606149,0.02241943,0.0450795,0.07180671,0.06830113,0.06686249,0.06650084,0.06638028,0.06685144,0.0,0.08689706,0.9345257,0.7612264,0.5755206,0.4381263,0.2818007,0.2338576,0.4809212,0.661328,0.6336418,0.6450474,0.6435162,0.6591786,0.7108655,0.0,0.03545074,0.0,0.0
35,5022001.0,2.224264,140.0322,0.0,0.0,2.500811,0.0,1.986495e-05,0.0,-0.00455927,1194.684,3.426267,0.0,0.003131342,0.04947827,0.05327933,0.03913013,0.02933079,0.02605695,0.02272562,0.04510777,0.07187337,0.06840024,0.06698772,0.06663356,0.06653117,0.06700987,0.0,0.08802004,0.9538133,0.7771762,0.5870377,0.446859,0.2869822,0.2380819,0.4901976,0.674277,0.6462359,0.6582056,0.6568787,0.6733746,0.7262589,0.0,0.03454439,0.0,0.0
36,6022001.0,2.22317,140.0248,0.0,0.0,2.551052,0.0,1.986511e-05,0.0,-0.004624484,1194.641,3.438279,0.0,0.003083772,0.04952013,0.05005622,0.0388415,0.0291786,0.02601611,0.02290433,0.0451481,0.07195,0.06850095,0.06711359,0.06676684,0.06667198,0.06717439,0.0,0.08913509,0.9714019,0.7936522,0.5987614,0.4556141,0.2921477,0.2422962,0.4994559,0.6872064,0.6588175,0.6713638,0.670249,0.6875945,0.7416438,0.0,0.02874629,0.0,0.0
37,7022001.0,2.222266,140.0174,0.0,0.0,2.601217,0.0,1.986515e-05,0.0,-0.004687679,1194.598,3.447184,0.0,0.003133585,0.05311256,0.04606284,0.03609668,0.02777863,0.0255061,0.0228441,0.04514129,0.07203136,0.0686032,0.06724007,0.06690047,0.06682224,0.06733413,0.0,0.090198,0.9887266,0.8093811,0.6104577,0.464346,0.2972668,0.2464827,0.5086842,0.7001163,0.6713876,0.6845219,0.6836237,0.7017658,0.757091,0.0,0.03145659,0.0,0.0
38,8022001.0,2.221327,140.0103,0.0,0.0,2.651261,0.0,1.986515e-05,0.0,-0.004750376,1194.555,3.455764,0.0,0.003184664,0.05567902,0.04495427,0.03428851,0.0264932,0.02494247,0.02267163,0.04506512,0.07210345,0.06870609,0.06736711,0.06703454,0.06696544,0.06749773,0.0,0.09124026,1.006418,0.8239837,0.6215605,0.472816,0.3022923,0.2506211,0.5178652,0.7130044,0.6839462,0.697683,0.6970024,0.7159457,0.7725481,0.0,0.03372554,0.0,0.0
39,9022001.0,2.220464,140.0032,0.0,0.0,2.701225,0.0,1.990136e-05,0.0,-0.004813112,1194.512,3.463233,0.0,0.003401223,0.0555486,0.04419091,0.03338201,0.02580016,0.02453565,0.02238366,0.04498703,0.07216549,0.06880887,0.06749462,0.067169,0.06711925,0.06765565,0.0,0.09224824,1.024225,0.8382083,0.6322692,0.4810297,0.3072573,0.2547193,0.5269939,0.7258666,0.6964936,0.7108483,0.7103831,0.7301577,0.7879873,0.0,0.03550607,0.0,0.0
40,10022001.0,2.219746,139.9964,0.0,0.0,2.751019,0.0,1.999941e-05,0.0,-0.004875273,1194.469,3.467786,0.0,0.003662099,0.05516273,0.04328115,0.03239506,0.02501546,0.02395136,0.02147593,0.04483609,0.07221828,0.06891081,0.06762244,0.06730382,0.06726015,0.0678206,0.0,0.09317205,1.040681,0.851677,0.642481,0.4889313,0.3121443,0.2587696,0.5360781,0.7387018,0.7090296,0.7240134,0.7237715,0.7443777,0.8034282,0.0,0.04985435,0.0,0.0
41,11022001.0,2.219099,139.9896,0.0,0.0,2.800677,0.0,2.008645e-05,0.0,-0.004935404,1194.425,3.468894,0.0,0.003631672,0.05648626,0.04326006,0.03200789,0.02456369,0.02342713,0.02132413,0.04466588,0.072255,0.06901208,0.06775039,0.06743863,0.067406,0.06798361,0.0,0.0940146,1.056309,0.8645095,0.6522521,0.4965152,0.3169445,0.2627846,0.5451288,0.7515105,0.7215551,0.7371787,0.7371684,0.7585263,0.8189486,0.0,0.0608539,0.0,0.0
42,12022001.0,2.218445,139.9829,0.0,0.0,2.850277,0.0,2.014167e-05,0.0,-0.004994845,1194.382,3.468597,0.0,0.003827355,0.05914722,0.04417988,0.03223138,0.02453289,0.02315802,0.0215394,0.04457127,0.07228798,0.06911262,0.06787851,0.06757377,0.06755591,0.0681451,0.0,0.09482434,1.071962,0.8771467,0.6618032,0.5039288,0.3216675,0.266787,0.5541496,0.764296,0.7340699,0.7503439,0.7505683,0.7726596,0.834493,0.0,0.07214247,0.0,0.0
43,13022001.0,2.217599,139.9762,0.0,0.0,2.89993,0.0,2.018374e-05,0.0,-0.005053534,1194.339,3.469882,0.0,0.00369563,0.06344576,0.04653461,0.03344723,0.02518032,0.02335907,0.02165255,0.04456143,0.07233135,0.06921256,0.06800676,0.06770906,0.06770077,0.06830891,0.0,0.09569747,1.088606,0.8902693,0.671539,0.511401,0.3263707,0.2707862,0.5631399,0.7770607,0.7465743,0.7635092,0.7639711,0.7867757,0.8500637,0.0,0.06541121,0.0,0.0
44,14022001.0,2.216775,139.9694,0.0,0.0,2.94963,0.0,2.021636e-05,0.0,-0.005114331,1194.295,3.471577,0.0,0.003474619,0.06259133,0.04659871,0.03376117,0.0254354,0.02350372,0.02182717,0.04461527,0.07239467,0.0693131,0.06813518,0.06784475,0.06785467,0.06846772,0.0,0.09656592,1.105843,0.9037712,0.6814985,0.518996,0.3310979,0.2747898,0.5721099,0.7898072,0.7590688,0.7766744,0.7773762,0.8010127,0.8655245,0.0,0.05713451,0.0,0.0
45,15022001.0,2.216224,139.9628,0.0,0.0,2.999182,0.0,2.027689e-05,0.0,-0.005173736,1194.252,3.47036,0.0,0.003888361,0.05815971,0.04394466,0.03229867,0.02461957,0.02306393,0.02158818,0.04460733,0.07247042,0.06941547,0.06826378,0.0679804,0.06799637,0.06863304,0.0,0.09734046,1.121678,0.916506,0.6910886,0.5263888,0.3357575,0.2787668,0.5810587,0.8025376,0.7715539,0.7898397,0.7907836,0.8152092,0.8810232,0.0,0.05484678,0.0,0.0
46,16022001.0,2.215901,139.9565,0.0,0.0,3.048543,0.0,2.032094e-05,0.0,-0.005231395,1194.208,3.468154,0.0,0.004584768,0.05716765,0.04202408,0.0310209,0.02381225,0.02251492,0.02145894,0.04451939,0.07253774,0.06951872,0.0683927,0.06811627,0.06814253,0.06879669,0.0,0.09819907,1.136183,0.9283149,0.7000884,0.5334109,0.3402672,0.2826858,0.5899664,0.8152516,0.7840302,0.8030053,0.804188,0.8293331,0.8965638,0.0,0.0479401,0.0,0.0
47,17022001.0,2.215613,139.9503,0.0,0.0,3.09777,0.0,2.035247e-05,0.0,-0.005287724,1194.164,3.465829,0.0,0.00451131,0.05835653,0.04116828,0.03040646,0.02337636,0.02213907,0.02130579,0.04440838,0.07259198,0.06962188,0.06852188,0.06825227,0.06828963,0.06896066,0.0,0.09911715,1.150057,0.9396048,0.7086929,0.5401514,0.3446415,0.2865446,0.598817,0.8279447,0.7964984,0.8161777,0.8175873,0.8434005,0.9121444,0.0,0.04750479,0.0,0.0
48,18022001.0,2.215135,139.9445,0.0,0.0,3.146896,0.0,2.039206e-05,0.0,-0.005345774,1194.12,3.463665,0.0,0.003476395,0.05828063,0.04078565,0.03009444,0.02309306,0.02187933,0.02100654,0.04430069,0.0726395,0.06972384,0.06865124,0.06838872,0.06845125,0.06911683,0.0,0.09994545,1.16354,0.9506256,0.7170645,0.5467203,0.3489169,0.2903492,0.6076097,0.8406135,0.8089574,0.829345,0.8309804,0.8575836,0.9276884,0.0,0.06975129,0.0,0.0
49,19022001.0,2.214429,139.9389,0.0,0.0,3.195962,0.0,2.046281e-05,0.0,-0.00540405,1194.077,3.462325,0.0,0.00341733,0.05712683,0.04084339,0.03003971,0.02299513,0.02170544,0.01999125,0.04415265,0.07268399,0.06982492,0.0687807,0.06852501,0.06858774,0.06928515,0.0,0.1006639,1.177008,0.9615574,0.7253313,0.5531912,0.3531323,0.2941025,0.6163541,0.8532569,0.8214071,0.8425102,0.8443734,0.8718111,0.9432608,0.0,0.06915086,0.0,0.0
50,20022001.0,2.213777,139.9334,0.0,0.0,3.244996,0.0,2.04884e-05,0.0,-0.005460567,1194.033,3.460571,0.0,0.003545071,0.0564011,0.04093223,0.03000689,0.02292446,0.02156185,0.02067292,0.04410114,0.07272564,0.06992579,0.0689102,0.06866147,0.06873234,0.06945001,0.0,0.101365,1.19052,0.972439,0.7335451,0.5596111,0.3573225,0.2978512,0.6250753,0.8658768,0.8338463,0.8556755,0.8577664,0.8859483,0.958913,0.0,0.05725138,0.0,0.0
