,DATE,N2O_FLUX,N2G_FLUX,NH3_FLUX,SURF_N_FLUX,SUBS_N_FLUX,N2O_1,N2O_2,N2O_3,N2O_4,N2O_5,N2O_6,N2O_7,N2O_8
10,1998-01-11,-5.8060845e-05,-1.2984766666666666e-05,3.100885579166667e-08,0.0,0.6771358458333333,0.0008964815333333333,0.0007420588291666666,0.0007502786208333333,0.0007874583,0.0007747199166666667,0.0007842325583333333,0.0007895758124999999,0.0008500896958333333
11,1998-01-12,-4.070518958333334e-05,-1.41362275e-05,-8.1342207125e-08,0.0,0.7044685416666666,0.0008350803458333334,0.0007298294291666667,0.0007203751125,0.0007409763333333332,0.0007237575541666667,0.0007314901708333333,0.0007375037624999999,0.000798836275
12,1998-01-13,-2.5445913750000002e-05,-1.6831068333333334e-05,6.738349883333334e-08,0.0,0.7294883208333333,0.0006675531708333332,0.0007150884125,0.0007130388,0.0007363259625000001,0.000719482975,0.0007264664208333333,0.0007289040958333333,0.0007670971208333334
13,1998-01-14,-8.891412791666666e-06,-1.389013e-05,-1.8978477624999998e-07,0.0,0.7529401125,0.0005816255333333333,0.0006737528583333333,0.0006666207083333334,0.0006840745500000001,0.0006663666458333334,0.0006740161125,0.0006809015708333334,0.0007350389083333334
14,1998-01-15,-3.0276235833333334e-06,-9.674172916666667e-06,-1.7872407000000002e-07,0.0,0.7751146208333334,0.0005418968916666667,0.0006493388083333333,0.0006377526666666666,0.0006498256791666667,0.0006286379916666667,0.0006323690708333334,0.0006341282,0.0006845846416666666
15,1998-01-16,-2.4756778333333335e-06,-6.540883708333333e-06,-9.878290666666667e-09,0.0,0.7961610708333334,0.0005311644208333333,0.0006516700708333333,0.0006426454458333333,0.0006575892041666666,0.0006386394708333333,0.0006418206208333334,0.0006412849,0.0006660784124999999
16,1998-01-17,-2.36950175e-06,-5.572482208333333e-06,-1.8566644875e-08,0.0,0.8160041833333334,0.0005180700958333334,0.0006448075166666667,0.0006359243833333333,0.0006513458708333333,0.0006352041166666667,0.000639160075,0.0006399943041666666,0.0006618824666666666
17,1998-01-18,-2.1025485416666666e-06,-5.1297220416666674e-06,1.0799674e-08,0.0,0.8346300875,0.0005001586625,0.0006350163166666667,0.0006257381208333333,0.0006405676666666666,0.0006254433375,0.000629087725,0.0006293375291666666,0.0006500871208333334
18,1998-01-19,-1.8738072916666666e-06,-4.821310208333333e-06,6.853301208333334e-08,0.0,0.85179865,0.0004870339458333333,0.0006310204166666667,0.00062347545,0.0006400757166666667,0.0006269077249999999,0.000630608475,0.0006305946208333334,0.0006461256416666666
19,1998-01-20,-1.7406337916666668e-06,-4.5580963333333335e-06,7.804687125000001e-08,0.0,0.8676522666666666,0.00047338130416666667,0.0006230874125,0.0006163970833333334,0.0006337915333333333,0.0006224515541666667,0.0006268010708333333,0.0006274147666666666,0.0006435506166666666
20,1998-01-21,-1.703961375e-06,-4.289055166666667e-06,7.838701249999998e-10,0.0,0.8824466416666666,0.0004600101166666667,0.0006094645541666666,0.0006010208958333333,0.0006166652541666666,0.0006061012833333333,0.0006110863208333334,0.0006136933875,0.0006354556166666667
21,1998-01-22,-1.7595327083333334e-06,-3.94461175e-06,-1.9246853333333333e-07,0.0,0.8963665833333333,0.0004485074291666667,0.0005887098916666667,0.0005743928499999999,0.00058311245,0.0005702386458333334,0.0005736847208333333,0.0005760483791666667,0.0006127093833333333
22,1998-01-23,-1.4296648333333334e-06,-3.76630475e-06,-1.4575484475e-07,0.0,0.9094790375,0.0004421048083333333,0.0005797778875,0.0005637709291666667,0.00056951745,0.0005550083541666667,0.0005563273666666667,0.0005556784958333334,0.0005881150833333333
23,1998-01-24,-1.1105401666666666e-06,-3.6626641666666665e-06,3.340635341666667e-08,0.0,0.9218402333333334,0.00045056730833333334,0.00059224925,0.0005805831708333333,0.000590206875,0.0005784863708333334,0.00058008795,0.0005782134666666667,0.000591438775
24,1998-01-25,-1.1959428333333334e-06,-3.59216125e-06,-2.5863857500000005e-09,0.0,0.9334599291666666,0.000451528575,0.0005904757583333333,0.0005796107291666667,0.0005897452,0.0005803723333333333,0.0005831925833333333,0.0005834724833333333,0.0005993224
25,1998-01-26,-1.4071982916666665e-06,-3.4289415416666663e-06,-2.4073549666666664e-07,0.0,0.9442298708333333,0.0004449851125,0.0005719480791666667,0.0005552737125,0.0005587043416666667,0.0005474109625,0.0005494366958333333,0.0005506278875,0.0005848010875
26,1998-01-27,-1.1753647041666667e-06,-3.3329447083333336e-06,-2.6427250416666665e-07,0.0,0.9542793125000001,0.00043775042916666666,0.0005589784208333334,0.0005388255291666667,0.0005371756125,0.00052286835,0.000522330575,0.0005204899708333334,0.0005564984291666666
27,1998-01-28,-8.196945125e-07,-3.3056873333333334e-06,-4.338056708333333e-08,0.0,0.9636820958333333,0.00044180137083333335,0.0005681229416666666,0.0005530097458333333,0.0005559438791666667,0.0005441406291666666,0.0005437717375,0.0005402313791666667,0.0005561932083333333
28,1998-01-29,-8.313287708333333e-07,-3.2569382916666664e-06,-8.13119625e-09,0.0,0.9724844416666666,0.00044476975,0.0005707652208333333,0.0005581210166666666,0.0005633745833333333,0.0005541849041666667,0.0005550676999999999,0.0005530686791666667,0.0005666417166666667
29,1998-01-30,-7.469528e-07,-3.2412542916666663e-06,7.2074955e-08,0.0,0.9808658666666666,0.00044498247083333333,0.0005733897666666667,0.0005642303666666667,0.0005725893874999999,0.0005659971541666667,0.000567942425,0.0005669829416666667,0.0005757464625
30,1998-01-31,-7.630529916666667e-07,-3.191055625e-06,5.0949803125000003e-08,0.0,0.9890335958333334,0.00044350677083333334,0.0005706532208333333,0.0005622319583333333,0.0005711773583333334,0.0005658312083333334,0.0005686020041666667,0.0005690130958333333,0.00058087155
31,1998-02-01,-7.170657541666667e-07,-3.1409135833333334e-06,5.945611605e-08,0.0,0.99596025,0.0004356255791666667,0.0005627261125,0.0005552389,0.0005646554374999999,0.0005599818791666666,0.0005631502625,0.0005643743125,0.0005784794958333333
32,1998-02-02,-7.149522583333334e-07,-3.0550995833333334e-06,5.1149064375000006e-08,0.0,1.0007743416666666,0.0004308917375,0.0005566351708333334,0.000549952425,0.0005598836583333333,0.0005559799958333333,0.0005595749,0.0005615006125,0.0005767271999999999
33,1998-02-03,-6.31363625e-07,-2.969023208333333e-06,6.668001120833332e-08,0.0,1.0051215,0.0004293419791666667,0.000554217125,0.0005485747125,0.0005591956166666667,0.0005561577875,0.0005600327708333333,0.0005624308833333333,0.0005763676125
34,1998-02-04,-7.7214695e-07,-2.8423298750000004e-06,-9.654294145833334e-08,0.0,1.0091816666666666,0.0004252092125,0.0005407271291666667,0.0005301145958333333,0.000535042075,0.0005293737041666667,0.0005321646291666667,0.000534571225,0.0005613537625
35,1998-02-05,-5.820949e-07,-2.773109625e-06,-5.2189443333333336e-08,0.0,1.012932125,0.00042405885416666665,0.0005372983083333333,0.0005267699541666666,0.0005308988875,0.0005245731666666667,0.0005262236416666667,0.0005267481041666667,0.0005475838208333333
36,1998-02-06,-5.626601041666667e-07,-2.6977470833333335e-06,-7.576463870833333e-08,0.0,1.01624,0.0004247067583333333,0.0005332830875,0.0005218188875,0.0005243394291666667,0.0005174595166666667,0.0005184622916666666,0.0005184065,0.0005393923291666667
37,1998-02-07,-5.010934416666667e-07,-2.6494856666666663e-06,-5.430577508333333e-08,0.0,1.0193322083333334,0.0004275778458333333,0.000533636875,0.000522910325,0.00052570195,0.0005193124416666666,0.0005201183375,0.0005194596666666666,0.0005355458041666666
38,1998-02-08,-4.402529433333334e-07,-2.6140050833333335e-06,-4.737310458333334e-08,0.0,1.0222826250000001,0.0004283870875,0.0005313303416666666,0.0005205184166666666,0.00052252915,0.0005160339750000001,0.0005164211416666667,0.0005153448625,0.0005308582999999999
39,1998-02-09,-4.1637641650000005e-07,-2.5731097083333333e-06,-5.8871960416666664e-08,0.0,1.02511,0.0004290381416666667,0.000528425275,0.0005171952625,0.0005181897916666666,0.0005115200375,0.000511557875,0.000510202825,0.0005259706916666667
40,1998-02-10,-3.364480916666667e-07,-2.5506490833333333e-06,-1.0010906500000001e-08,0.0,1.0278287083333333,0.00043150700000000003,0.0005300427333333333,0.0005203934833333334,0.0005225522833333334,0.0005168441875,0.0005169852291666666,0.0005152807375,0.0005256208791666666
41,1998-02-11,-3.1503098333333335e-07,-2.536271375e-06,1.1083830833333333e-08,0.0,1.0304672916666666,0.000430872825,0.0005281876916666667,0.0005196071291666667,0.00052245495,0.0005175540541666666,0.0005179584458333334,0.0005165880416666667,0.0005261098
42,1998-02-12,-2.3046082500000002e-07,-2.5593030833333334e-06,8.83875725e-08,0.0,1.03303475,0.00042933464999999997,0.0005292523208333333,0.0005241059708333333,0.0005302470416666667,0.0005276578416666667,0.0005290454083333333,0.0005283936541666667,0.000532423675
43,1998-02-13,-3.935239375e-07,-2.477252125e-06,-4.1229269291666664e-08,0.0,1.035565125,0.0004303372083333333,0.0005250801125,0.0005169486375,0.0005201682208333334,0.0005165439708333333,0.0005179909958333333,0.0005182855958333334,0.0005307939958333333
44,1998-02-14,-4.51044625e-07,-2.3866398333333334e-06,-1.8130789166666668e-07,0.0,1.0380594166666668,0.0004254259958333334,0.0005123991291666667,0.0004993561375000001,0.0004967992791666667,0.0004899519416666666,0.0004896916625000001,0.0004891080833333333,0.0005117230666666666
45,1998-02-15,-3.7277008045833333e-07,-2.339707833333333e-06,-2.2413025875e-07,0.0,1.0405169166666666,0.0004219110958333333,0.0005045581958333334,0.0004890413083333333,0.00048300819999999995,0.0004737450125,0.0004715965375,0.0004687275416666667,0.0004903688083333334
46,1998-02-16,-1.286319375e-07,-2.3419195833333333e-06,-7.8176815e-08,0.0,1.0428671666666667,0.00042226904166666666,0.0005071384583333333,0.0004947009749999999,0.000491122675,0.0004828330125,0.00048042850833333336,0.000476026575,0.00048665687083333337
47,1998-02-17,-6.6466727e-08,-2.3345615833333334e-06,4.0505765624999996e-08,0.0,1.04508425,0.0004248315541666667,0.000512809975,0.0005053433791666666,0.0005067802791666666,0.0005017804625000001,0.0005008375625,0.0004972837125,0.0004983423333333333
48,1998-02-18,-2.38593375e-09,-2.2762052083333335e-06,8.629720291666667e-08,0.0,1.0473308333333333,0.0003736719,0.0005246253499999999,0.0005141033583333333,0.0005167199833333334,0.0005135547958333333,0.0005136145166666667,0.0005112790208333333,0.0005103749458333333
49,1998-02-19,1.0418649958333333e-07,-1.8796472083333334e-06,8.415682833333333e-08,0.0,1.0856131666666666,0.00029917441666666664,0.0005397598291666666,0.0005288437583333333,0.0005252445125,0.0005200783208333333,0.000520044725,0.0005180007541666667,0.0005174706666666667
50,1998-02-20,1.9506845987500002e-08,-1.84143e-06,8.377021708333333e-08,0.0,1.16510325,0.00033768754999999995,0.0005495034291666667,0.0005279436458333333,0.0005267618833333334,0.0005222522458333334,0.0005225038833333334,0.000520920475,0.00052154175
51,1998-02-21,-4.046585708333333e-09,-1.8084175833333334e-06,8.384307541666666e-08,0.0,1.2393820416666668,0.0003577527125,0.0005512662458333333,0.0005266753833333334,0.0005261572375,0.0005222743291666667,0.0005227669125,0.0005215458416666667,0.0005229840125
52,1998-02-22,-3.186535754166667e-08,-1.7883228333333333e-06,6.54954425e-08,0.0,1.3047415833333333,0.00036432018333333333,0.0005509125208333334,0.0005245097041666666,0.0005232673708333333,0.0005193760458333333,0.0005198118041666666,0.0005186072416666666,0.0005213755916666666
53,1998-02-23,-4.643532e-08,-1.7608217499999999e-06,5.1031724583333335e-08,0.0,1.3647989999999999,0.00036244680833333337,0.0005494392208333334,0.0005213207333333333,0.0005190910791666667,0.0005149694125,0.0005151966791666667,0.0005139596125,0.0005178946291666667
54,1998-02-24,-3.1787272625e-08,-1.7229597083333333e-06,8.287178333333332e-08,0.0,1.4229588333333334,0.00038213071250000003,0.0005467715625,0.00052087855,0.0005205494,0.0005174193541666667,0.0005179167583333333,0.0005168351416666667,0.0005182395791666666
55,1998-02-25,7.295630083333333e-08,-2.2048965e-06,7.328334916666667e-08,0.0,1.4792191666666668,0.0002818688875,0.0005560583291666667,0.0005421835083333333,0.0005267966666666667,0.0005195654874999999,0.0005188570625,0.0005165720833333333,0.0005185449875
56,1998-02-26,8.982649958333334e-08,-1.8093961666666667e-06,8.133724291666668e-08,0.0,1.57928625,0.0002811537583333333,0.00057392115,0.0005539326583333333,0.0005392965708333333,0.0005283823124999999,0.0005266225708333333,0.0005233573875,0.0005211816958333333
57,1998-02-27,2.736556375e-09,-1.7551039166666665e-06,8.13456775e-08,0.0,1.6888127083333335,0.00032341225416666664,0.0005882364416666667,0.0005475141958333333,0.0005374938416666667,0.0005291365666666666,0.0005280906791666666,0.0005252945875,0.000523897575
58,1998-02-28,-7.351268333333333e-09,-1.8388715833333333e-06,8.168246125e-08,0.0,1.78513225,0.00031410394583333335,0.0005820287833333333,0.0005467691625,0.00053473075,0.0005273048416666667,0.000526643825,0.0005244583958333333,0.0005241173708333333
59,1998-03-01,1.709219538333333e-08,-1.8096676666666666e-06,8.069742666666666e-08,0.0,1.8792885833333333,0.00030251971250000003,0.0005829244416666666,0.0005543312333333334,0.0005382332875,0.0005288149583333333,0.0005276835458333333,0.0005252514875,0.0005244572458333333
60,1998-03-02,-1.9588820833333347e-09,-1.7735762916666667e-06,8.030695583333333e-08,0.0,1.9755850833333335,0.00030269217500000003,0.0005888582458333333,0.0005527476416666667,0.0005379048041666666,0.0005290655416666667,0.000528123025,0.0005258643291666667,0.0005252163083333334
61,1998-03-03,-5.187753195833334e-08,-1.7293642916666667e-06,8.066275291666668e-08,0.0,2.06553875,0.00033844734583333335,0.0005909602458333334,0.0005483727375000001,0.0005360220249999999,0.0005283431833333333,0.0005275440958333334,0.0005254453625,0.00052509225
62,1998-03-04,-3.648548875e-08,-1.7910401666666665e-06,8.098242708333333e-08,0.0,2.145723916666667,0.0003268465041666667,0.0005848076833333333,0.0005507445041666667,0.0005355818333333333,0.0005277555208333334,0.0005268104124999999,0.0005246700375,0.0005242556875
63,1998-03-05,-1.0190744458333332e-07,-1.6308899166666668e-06,8.005423333333333e-08,0.0,2.2242176666666666,0.00037950896666666666,0.0005865116666666667,0.000544624675,0.000534443575,0.0005272082958333333,0.0005264316291666667,0.0005245686875,0.0005241199541666667
64,1998-03-06,-7.172939270833334e-08,-1.7220949583333334e-06,7.959606083333334e-08,0.0,2.289754125,0.00036341824166666667,0.0005809033916666667,0.00054050425,0.00053073405,0.0005249603125,0.0005242684874999999,0.000522404075,0.0005223448916666667
65,1998-03-07,-8.730081845833334e-08,-1.5968722083333334e-06,8.062468375e-08,0.0,2.3489095,0.0003909713125,0.0005756013458333333,0.0005381842375,0.0005299102333333333,0.0005241766458333333,0.0005234377041666667,0.0005215710374999999,0.0005209357833333334
66,1998-03-08,-1.1741865875e-07,-1.5975133333333332e-06,6.929584333333334e-08,0.0,2.4004742083333332,0.00039987003333333336,0.0005671954041666667,0.0005310489875,0.000524511775,0.0005196849083333333,0.0005192135,0.0005177290374999999,0.0005184492416666666
67,1998-03-09,-5.820088275e-07,-3.5565609166666667e-06,-2.818889500875e-07,0.0,2.462346875,0.00016203669166666668,0.0004056238583333333,0.00055429365,0.0005341036291666666,0.0004962937708333333,0.0004822917166666667,0.0004783218833333334,0.0005004712666666667
68,1998-03-10,3.1175246666666667e-07,-1.8767845833333331e-06,-1.9342210416666667e-08,0.0,2.5796169166666667,0.0002535758583333333,0.0005769369875,0.0006155076333333333,0.000588474,0.0005044773791666666,0.000446292925,0.00042062399583333334,0.00044628883750000005
69,1998-03-11,-5.867001166666667e-08,-2.0856268749999998e-06,4.3431598749999995e-08,0.0,2.6944137500000003,0.0003652169083333333,0.00067985325,0.000600012575,0.0005718066041666667,0.0005354961041666666,0.0005164338499999999,0.00048562819166666663,0.000480522725
70,1998-03-12,-2.805227375e-07,-2.0643963749999998e-06,-1.0398422245833334e-08,0.0,2.795477875,0.00041077639583333335,0.0006251990125,0.0005573574416666666,0.0005388327125,0.0005222587875,0.0005190621,0.0005072005958333333,0.0004981452875
71,1998-03-13,-2.5119790583333335e-07,-1.9615449166666667e-06,-1.2090723333333332e-08,0.0,2.8780407083333333,0.0004356409416666667,0.0005783597,0.0005310099708333334,0.00051607955,0.0005033274916666667,0.0005002195291666666,0.0004947723541666667,0.0004971983708333334
72,1998-03-14,-1.5844889583333334e-07,-1.9267893333333334e-06,7.700365958333334e-08,0.0,2.93925125,0.0004528171583333333,0.0005621831833333334,0.0005326508083333333,0.0005259167833333334,0.0005178642458333333,0.0005149962208333333,0.0005094232416666667,0.0005025309791666666
73,1998-03-15,-1.7715266416666667e-07,-1.8557969583333334e-06,6.254164416666667e-08,0.0,2.981185083333333,0.00045999471666666663,0.0005470282791666666,0.000525475475,0.0005216168666666666,0.0005161766749999999,0.0005146996125,0.0005111899958333333,0.0005067256666666666
74,1998-03-16,-2.10584808625e-07,-1.7939709583333335e-06,1.2305296083333331e-08,0.0,3.0090258333333337,0.000461211975,0.0005344046333333333,0.0005155414791666667,0.0005109697708333333,0.0005054242666666667,0.0005039291833333334,0.0005014386166666667,0.0005029760833333333
75,1998-03-17,-1.5638684464583335e-07,-1.732716125e-06,5.492820000000001e-09,0.0,3.027958083333333,0.00045771825416666663,0.0005269622333333333,0.0005096544500000001,0.0005047051916666666,0.0004988546291666666,0.0004968983083333333,0.00049402435,0.0004968778208333333
76,1998-03-18,-7.679364354166667e-08,-1.67674975e-06,5.2315548187500006e-08,0.0,3.042165666666667,0.00045587258333333337,0.0005252639041666667,0.000510847775,0.0005079730416666666,0.0005033598958333333,0.0005017797541666667,0.0004988646333333333,0.0004969910666666667
77,1998-03-19,-2.5286773166666667e-08,-1.6394312500000002e-06,7.992004541666667e-08,0.0,3.0540887083333335,0.00046071925,0.0005264417791666667,0.0005141845833333333,0.0005126134458333333,0.0005087136208333334,0.000507258175,0.0005042601833333333,0.0005004982541666667
78,1998-03-20,-4.276308333333333e-08,-1.6611045416666667e-06,7.468863291666667e-08,0.0,3.063760458333333,0.00046168540833333333,0.00052350685,0.0005125505333333333,0.0005120428875,0.0005089028125,0.0005079746916666667,0.0005055776708333333,0.0005023594124999999
79,1998-03-21,-1.3367105458333333e-08,-1.6221965e-06,6.728782333333333e-08,0.0,3.070867375,0.00046058154166666665,0.0005231107250000001,0.0005119530583333334,0.0005110476666666667,0.0005077373208333334,0.000506729475,0.0005044422916666667,0.0005021040833333334
80,1998-03-22,-1.7892818316666667e-08,-1.5986802916666666e-06,5.5286951833333326e-08,0.0,3.0784790416666667,0.00046176665833333333,0.0005212960166666667,0.000510526,0.0005097693666666667,0.0005066649458333334,0.0005058575125,0.0005037612458333333,0.0005013908833333333
81,1998-03-23,-3.470427016666666e-08,-1.6137567083333333e-06,2.1766093874999998e-08,0.0,3.0848226249999997,0.0004609477416666667,0.0005151233833333333,0.0005036375041666667,0.0005014745583333334,0.0004974733666666667,0.0004962010083333333,0.0004941194499999999,0.0004960418958333333
82,1998-03-24,6.464739375e-09,-1.6171590833333334e-06,3.730337008333334e-08,0.0,3.0902476666666665,0.0004613703208333334,0.0005136866416666667,0.0005034612666666667,0.0005020804375,0.0004985151458333333,0.0004972843666666667,0.0004949565875,0.000494180675
83,1998-03-25,-1.684298166666667e-08,-1.6126466666666667e-06,1.7919595e-08,0.0,3.095012083333333,0.0004579358666666666,0.0005075104875,0.0004974123958333333,0.0004955714458333333,0.0004918242166666667,0.0004905438625,0.00048848785,0.0004907078
84,1998-03-26,2.474176249999999e-09,-2.1245835833333335e-06,-1.0559921125e-08,0.0,3.1041117083333334,0.0003055842666666667,0.00046728099583333337,0.0005079285125,0.0004969357166666667,0.0004907934041666666,0.0004889824708333334,0.00048639665,0.0004902492708333333
85,1998-03-27,3.9132972499999995e-07,-1.7603095833333333e-06,4.5748201e-08,0.0,3.168533666666667,0.00021207083333333332,0.00043392327500000005,0.0005305474666666667,0.0005187973416666667,0.000496203175,0.0004894045416666666,0.0004833674833333333,0.0004828723875
86,1998-03-28,9.000271791666667e-08,-2.3791575416666667e-06,-8.539203649999999e-08,0.0,3.2717688333333332,0.00015085292083333332,0.00034489852916666665,0.0005282057458333334,0.0005505978791666667,0.0005163761958333333,0.0004962365333333333,0.00047708435416666666,0.00048346898750000004
87,1998-03-29,-9.645539191666665e-08,-2.3334871666666666e-06,-2.817415964166667e-07,0.0,3.3723210416666665,0.000135541575,0.0003153024125,0.0005120838583333333,0.0005626559166666667,0.0005176724583333334,0.00046968359166666665,0.0003606497166666667,0.0004085724208333333
88,1998-03-30,4.597989333333333e-08,-2.8939691666666665e-06,-1.1005103083333334e-07,0.0,3.4593114166666665,0.00020366522083333332,0.00039699414999999996,0.0005701908708333333,0.0005976926,0.000547281875,0.0004994241375,0.00038471126666666665,0.0004052987375
89,1998-03-31,-1.00014584408625e-06,-3.7475720833333337e-06,-7.870878333333333e-07,0.0,3.5403597083333334,0.00011269355624999999,0.00023649619583333335,0.0004447875416666667,0.0005424375291666666,0.0005257799333333333,0.0004687223791666666,0.00028991482916666665,0.00031766015
90,1998-04-01,1.1406605416666666e-07,-3.141567166666667e-06,-1.3841749070833333e-07,0.0,3.6062369166666666,0.00017208162083333335,0.00036169258333333334,0.0005783619916666666,0.0006292577750000001,0.0005839905166666666,0.00052311045,0.00035093997083333336,0.00028440414583333335
91,1998-04-02,2.514292716666667e-07,-2.9934913333333333e-06,-7.476668899166667e-08,0.0,3.6687848333333335,0.0001685788625,0.00035612287083333334,0.0005851542458333333,0.0006547012999999999,0.0006026960333333334,0.0005420598041666666,0.0003937779875,0.00030264143333333333
92,1998-04-03,3.217819125e-07,-2.5391782916666665e-06,5.006406345833334e-08,0.0,3.729943375,0.00022277222916666667,0.00044964745416666664,0.0006327201541666667,0.0006696521875,0.0006140224333333334,0.0005648327458333333,0.00044906345833333334,0.0003423459791666667
93,1998-04-04,-3.8545033750000005e-09,-2.2903041666666666e-06,6.871632458333333e-08,0.0,3.7912170416666666,0.0003490812875,0.0005829589625,0.0006338233833333333,0.0006320311875,0.0005805289416666667,0.0005528955708333333,0.0004892433333333334,0.00039112818750000004
94,1998-04-05,2.8397670833333332e-08,-2.393275625e-06,7.092076791666667e-08,0.0,3.8517002083333334,0.0003241734375,0.0005628219583333334,0.0006114767958333333,0.0005931592208333333,0.0005482547916666667,0.0005302415958333334,0.0004981637416666667,0.00042773461666666666
95,1998-04-06,1.4872952083333334e-07,-2.2492145416666667e-06,7.064853500000001e-08,0.0,3.911309166666667,0.0002854397166666667,0.00051229825,0.0006071379583333334,0.0005955850375,0.0005486041124999999,0.0005277528458333333,0.0004999654125,0.00045242635833333335
96,1998-04-07,1.7822522195833334e-07,-2.218234375e-06,7.020516833333333e-08,0.0,3.9701044166666666,0.000276733,0.0005018991041666667,0.0006061476,0.0006002890666666666,0.0005543032916666666,0.0005321183500000001,0.0005038031625,0.00046753017916666666
97,1998-04-08,1.7099246833333333e-07,-2.242740208333333e-06,6.986659791666666e-08,0.0,4.027888625,0.00026873513750000003,0.00049421425,0.000605109675,0.0006022632083333333,0.0005579268333333334,0.0005362158416666666,0.0005078057625,0.00047789987916666666
98,1998-04-09,1.4479015529166666e-07,-2.0929636666666664e-06,6.923390875e-08,0.0,4.08469225,0.00028550970416666663,0.000514568475,0.0006046016666666666,0.0005992891166666667,0.0005576464666666666,0.0005381148291666667,0.0005111634625,0.0004858105125
99,1998-04-10,9.776002845833333e-08,-2.0408754583333332e-06,6.972715333333334e-08,0.0,4.14035575,0.00030621714166666664,0.0005308587833333334,0.0005977797541666666,0.0005873072833333333,0.0005503101208333333,0.0005348762208333334,0.0005129905166666667,0.0004923444916666667
100,1998-04-11,-1.0661846216666667e-07,-6.329200416666667e-06,6.999064583333333e-08,0.0,4.194743541666667,0.0005884408,0.0005554998833333333,0.0006006841958333334,0.0005827721416666666,0.0005462571,0.0005325738833333334,0.0005136746041666667,0.0004971127333333334
101,1998-04-12,-5.054560169166666e-06,-6.946804458333334e-05,6.741769541666667e-08,0.0,4.2482565,0.002320304133333333,0.006352655475,0.0010335013,0.0006411779333333334,0.000571944375,0.0005538101333333333,0.0005256065416666667,0.0005049883416666667
102,1998-04-13,-1.5202746541666667e-06,-7.564661625e-06,6.176756375e-08,0.0,4.30152325,0.0002705986,0.0005205297833333334,0.0005825158458333333,0.0005629782,0.0005527318958333333,0.00056021435,0.0005508150125,0.0005337653791666667
103,1998-04-14,-5.695482591666667e-06,-8.145365666666667e-06,7.538266083333333e-08,0.0,4.352502,0.00040920163333333336,0.00044335325416666667,0.0004156274833333334,0.00043368615,0.0004412769291666666,0.00045760453333333335,0.00047587959166666663,0.0005151766333333334
104,1998-04-15,-2.0374194041666664e-05,-1.0598898625000002e-05,-5.719873556666667e-06,0.0,4.398153916666667,0.0005650308833333333,0.0004502277083333333,0.0004023334583333333,0.0004164828875,0.0004223647625,0.0004335091541666667,0.00044691945,0.0004886326583333334
